Timestamp,OTR or COTA?,Setting: ,Education,Years of experience,State ,City/town (or Country if not US),Zip code,Geographic area,My work is:,Average hours / week,My pay rate is,HOURLY RATE,Yearly income from this job,Benefits,"What certifications or special training you have, if applicable (leave blank if none)",Productivity expectations,Anything further you'd like to mention regarding salary?,Gender (for gender gap comparisons),Did you negotiate your rate?
11/3/2018 15:39:46,COTA,SNF,Associates,New grad / less than a year,MN,Delano,93215,Town,Full time,35+,Hourly,24.00,"33,600.00","401K or equivalent, Health insurance, Dental, Vision",,90%,,Female,No
11/4/2018 18:38:41,COTA,"Inpatient, Outpatient, Home health",Associates,New grad / less than a year,WY,Buffalo,82834,Rural,Full time,35+,Hourly,19.00,"39,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,N/A,,Female,No
11/4/2018 20:34:52,OT,Acute,OTD,New grad / less than a year,OR,Portland,97202,City,PRN,Varies,Hourly,41.00,"42,640.00",None,,75%,,Female,Yes
11/4/2018 20:37:20,OT,"Outpatient, Hand Therapy",OTD,New grad / less than a year,OR,Portland,97202,City,Full time,35+,Hourly,32.00,"66,560.00","401K or equivalent, Health insurance, CEU reimbursement",,N/A,This is a residency position and my wage will increase $2/hour every 3mo for the first year. ,Female,Yes
11/4/2018 21:14:20,OT,SNF,Masters,15+,CA,Covina,91724,Town,Full time,35+,Hourly,50.00,"85,000.00","401K or equivalent, Dental, Vision",,90%,,Female,No
11/4/2018 22:01:36,OT,"Inpatient, SNF, Adult, Geriatrics",Masters,4,CO,Golden,80401,City,Full time,40+,Hourly,41.20,"82,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,85%,,Female,Yes
11/6/2018 13:34:05,OT,"School system, Pediatric",Masters,New grad / less than a year,MD,elkton,21921,Rural,Part time,20+,Hourly,40.00,"23,000.00",None,,Based on number of visits,,Female,Yes
11/6/2018 14:58:54,OT,Outpatient,Masters,New grad / less than a year,GA,Jonesboro,30236,Large metro area,Full time,30+,Salaried,35.00,58.00,Health insurance,,N/A,,Female,No
11/7/2018 23:55:01,OT,SNF,Masters,1,CA,La Habra,90631,City,Full time,35+,Hourly,43.50,"90,480.00","401K or equivalent, Health insurance",,85%,,Female,No
11/8/2018 21:48:16,OT,Pediatric,Masters,New grad / less than a year,FL,Tampa,33609,City,Contract,25+,Hourly,50.00,"62,500.00",None,,N/A,"No PTO or sick days, no pay for cancels",Female,No
11/10/2018 15:58:29,OT,Home health,Masters,3,WA,VANCOUVER,98682,City,Contract,40+,Hourly,38.00,"79,040.00","401K or equivalent, Health insurance, Dental",,N/A,,Female,No
11/12/2018 15:40:41,OT,SNF,Masters,2,WA,Seattle,98133,Large metro area,Full time,30+,Hourly,38.00,"79,040.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,85%,,Female,Yes
11/12/2018 20:58:32,OT,School system,Masters,3,PA,norristown,19403,City,Full time,35+,Salaried,38.52,"57,780.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",Yoga teacher,N/A,,Female,No
11/13/2018 20:59:01,OT,Mental health,Masters,5+,NY,Utica,13501,City,Full time,40+,Salaried,27.00,"56,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",,N/A,,Female,No
11/14/2018 14:22:29,OT,Pediatric,Masters,New grad / less than a year,NY,"white plains, ny",10605,City,Full time,40+,Salaried,31.25,"60,000.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,N/A,,Female,No
11/15/2018 15:36:51,OT,SNF,Masters,2,CA,Walnut Creek,94595,City,Full time,40+,Hourly,43.00,"88,000.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,80%,,Female,No
11/15/2018 22:01:38,COTA,SNF,Associates,New grad / less than a year,UT,Salt Lake City,84121,Large metro area,Full time,40+,Hourly,24.25,"50,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,90%,,Female,Yes
11/15/2018 22:14:27,COTA,School system,Associates,New grad / less than a year,NY,Scarsdale,10583,City,Full time,15+,Hourly,40.00,"31,200.00",None,,N/A,,Female,No
11/15/2018 23:18:18,COTA,Pediatric,Associates,New grad / less than a year,AK,Albuquerque,87123,City,Per visit,25+,Per visit,35.00,"54,600.00","401K or equivalent, Health insurance, Dental, Vision",,Based on number of visits,,Female,No
11/16/2018 13:26:20,OT,"Outpatient, Pediatric",Masters,New grad / less than a year,TX,houston,77027,Large metro area,Full time,40+,Salaried,30.77,"64,000.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,70%,,Female,No
11/16/2018 14:40:38,OT,SNF,Masters,1,DE,Wilmington,19801,Town,Full time,40+,Hourly,37.00,"78,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,85%,,Female,No
11/16/2018 21:51:00,COTA,"Outpatient, Pediatric",Associates,2,WI,Menomonie,54751,Town,Part time,15+,Hourly,26.00,"20,500.00","CEU reimbursement, None",,75%,,Female,No
11/16/2018 22:36:47,COTA,SNF,Associates,5+,FL,St.Petersburg,33709,City,Full time,35+,Hourly,30.00,"62,400.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,90%,,Female,Yes
11/16/2018 23:58:35,OT,"Outpatient, School system, Pediatric",Masters,New grad / less than a year,TN,West TN ,38012,Rural,Full time,35+,Hourly,32.86,"64,000.00","Health insurance, Dental, Vision",,Based on number of visits,,Female,No
11/19/2018 21:11:37,OT,SNF,Masters,1,NJ,Allendale,07675,Town,Full time,35+,Hourly,34.00,"70,000.00","401K or equivalent, Health insurance, Dental, Disibility, CEU reimbursement",,85%,,Female,No
11/20/2018 22:30:03,OT,Acute,Masters,New grad / less than a year,FL,Orange City,32763,Large metro area,PRN,15+,Hourly,44.00,"15,600.00",None,,95%,,Female,No
11/20/2018 22:34:19,OT,SNF,Masters,New grad / less than a year,FL,Winter Park,32804,Large metro area,Full time,40+,Hourly,36.25,"75,400.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,85%,,Female,Yes
11/21/2018 11:00:19,OT,SNF,Masters,1,ME,Madawaska,04756,Rural,Full time,40+,Hourly,37.00,"77,000.00",Health insurance,,75%,,Female,Yes
11/21/2018 13:18:28,COTA,Outpatient,Associates,15+,OH,Dayton,45345,Town,Full time,35+,Hourly,27.61,"51,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",CPAM,75%,,Female,No
11/21/2018 19:46:51,OT,Acute,Masters,New grad / less than a year,NJ,vineland,08062,City,PRN,15+,Hourly,50.00,"41,600.00",None,,Based on number of visits,,Female,Yes
11/21/2018 19:59:16,OT,Early Intervention,Masters,New grad / less than a year,NJ,Woodbury,08097,City,Per visit,15+,Per visit,70.00,"80,080.00",None,,Based on number of visits,,Female,No
11/21/2018 21:37:47,OT,"Early Intervention, School system",Masters,New grad / less than a year,NY,white plains,10605,Large metro area,Part time,30+,Salaried,43.00,"67,100.00",Health insurance,,Based on number of visits,,Female,No
11/23/2018 19:53:21,COTA,Home health,Associates,New grad / less than a year,TX,Katy,77493,Large metro area,Full time,30+,Per visit,38.00,"51,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,Based on number of visits,,Female,Yes
11/24/2018 20:24:26,OT,"Acute, Inpatient, Outpatient, SNF",Masters,New grad / less than a year,KS,Norton,67654,Rural,Full time,35+,Hourly,50.00,"104,000.00","401K or equivalent, Health insurance, Dental, Vision, Student Loan Repayment",,75%,,Male,No
11/25/2018 12:59:51,OT,Home health,Masters,1,SC,Charleston ,29412,City,Contract,Varies,Per visit,65.00,"75,000.00",None,,N/A,,Female,No
11/26/2018 6:54:58,OT,"SNF, School system",Masters,1,MA,Boston,02155,Large metro area,Full time,35+,Hourly,29.20,"53,000.00","401K or equivalent, Health insurance, Dental, Disibility, CEU reimbursement",,95%,,Male,No
11/26/2018 10:01:26,COTA,"Outpatient, Early Intervention, Pediatric",Associates,5+,MN,St.Cloud,56301,Large metro area,Full time,35+,Hourly,23.00,"45,000.00","401K or equivalent, Health insurance, CEU reimbursement","Sensory, reflex, vision and vestibular classes",60%,I am the lead on out OT department. So I host a meeting weekly with all the OT and address concerns or issues with the owners weekly as well. ,Female,Yes
11/26/2018 10:00:35,COTA,"Outpatient, Early Intervention, Pediatric",Associates,5+,MN,St.Cloud,56301,Large metro area,Full time,35+,Hourly,23.00,"45,000.00","401K or equivalent, Health insurance, CEU reimbursement","Sensory, reflex, vision and vestibular classes",60%,I am the lead on out OT department. So I host a meeting weekly with all the OT and address concerns or issues with the owners weekly as well. ,Female,Yes
11/26/2018 13:06:44,OT,"Acute, LTC",Bachelors,30+,GA,Gainesville ,30501,City,PRN,Varies,Hourly,50.00,104.00,401K or equivalent,,Based on number of visits,,Female,Yes
11/26/2018 18:39:54,OT,Early Intervention,Masters,New grad / less than a year,NC,Durham,27517,Town,Per visit,25+,Hourly,45.00,"93,600.00","Health insurance, CEU reimbursement",,Based on number of visits,"not likely to make listed annual salary, based on visits typically between 25-32",Female,No
11/26/2018 23:19:39,OT,Home health,Masters,3,TX,Austin,78746,City,Per visit,Varies,Per visit,52.00,"80,000.00","401K or equivalent, Health insurance, Dental, Vision","Myofascial release, certified health coach, holistic OT ",Based on number of visits,I have tried to negotiate a pay raise after 2 years working for the same company at the same rate and was denied d/t salary and medicare cuts ,Female,No
11/27/2018 20:47:29,OT,SNF,Masters,New grad / less than a year,TX,Beaumont ,77642,City,Full time,40+,Hourly,39.50,"82,160.00","401K or equivalent, Health insurance, Tuition reimbursement",,95%,,Female,No
11/27/2018 20:49:45,OT,SNF,Masters,New grad / less than a year,TX,Beaumont ,77642,City,Full time,40+,Hourly,41.50,"86,320.00","401K or equivalent, Health insurance, Dental, CEU reimbursement",,95%,,Female,No
11/28/2018 18:51:26,OT,"Acute, Inpatient",Masters,New grad / less than a year,Outside US or US territories,Canada,N/A,City,Full time,35+,Hourly,37.30,"72,735.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,N/A,,Female,No
11/29/2018 5:48:06,OT,SNF,Masters,2,TX,Houston,77030,City,PRN,30+,PRN,55.00,"96,000.00",None,,85%,,Female,No
11/29/2018 13:57:41,OT,SNF,Masters,2,CO,Greeley,80634,Town,PRN,10+,Hourly,40.00,"18,720.00",None,Dementia Specialist Certification ,85%,,Female,No
11/30/2018 15:06:31,OT,SNF,OTD,5+,CA,Monterey Park,91755,City,Full time,40+,Hourly,40.00,"88,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,90%,,Male,No
12/2/2018 11:02:54,COTA,"School system, Pediatric",Associates,New grad / less than a year,AR,Jonesboro,72404,City,PRN,25+,Hourly,36.00,"46,800.00",None,,N/A,,Female,No
12/2/2018 11:04:33,COTA,"Outpatient, Pediatric",Associates,New grad / less than a year,AR,Jonesboro,72404,City,PRN,Varies,Hourly,35.00,"5,460.00",None,,N/A,,Female,No
12/2/2018 11:11:04,COTA,SNF,Associates,New grad / less than a year,NV,Las Vegas,89149,City,Full time,40+,Hourly,34.00,"70,720.00",Medical provided at company rate,,85%,,Female,No
12/2/2018 21:58:29,OT,"Outpatient, Home health, School system, Mental health",Masters,New grad / less than a year,OR,portland,97035,City,Full time,35+,Salaried,40.00,"80,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement",,N/A,,Female,No
12/3/2018 14:13:52,OT,"Outpatient, School system, Pediatric",OTD,New grad / less than a year,IN,Indianapolis,46222,City,Full time,40+,Salaried,25.48,"53,000.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,75%,,Female,No
12/4/2018 12:36:48,COTA,SNF,Associates,New grad / less than a year,MA,"Brighton, MA",02135,City,Full time,30+,Hourly,26.00,"40,560.00","Health insurance, CEU reimbursement",,90%,,Female,No
12/4/2018 15:21:00,OT,"Outpatient, Pediatric",Masters,New grad / less than a year,WA,Tacoma,98443,Large metro area,Full time,40+,Salaried,35.00,"70,000.00","Health insurance, Dental, CEU reimbursement",,70%,,Female,No
12/4/2018 15:21:00,OT,Acute,Masters,New grad / less than a year,WA,Spokane,99205,City,Full time,40+,Hourly,34.00,"70,720.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,60%,,Female,No
12/4/2018 22:48:50,OT,Acute,OTD,New grad / less than a year,NE,Omaha,68124,Large metro area,PRN,30+,Hourly,42.00,"65,520.00",None,,75%,"PRN rates non-negotiable at this particular facility, regardless of experience everyone is paid the same rate. ",Female,No
12/5/2018 0:45:03,OT,SNF,Masters,New grad / less than a year,FL,miami,33161,Large metro area,Full time,40+,Hourly,45.00,"80,000.00","401K or equivalent, Health insurance, Vision",,85%,,Female,No
12/5/2018 8:16:03,OT,ALF,Masters,New grad / less than a year,PA,philadelphia,19044,City,Full time,40+,Salaried,35.00,"70,000.00","401K or equivalent, Health insurance, Dental, Vision",,85%,,Female,No
12/5/2018 10:28:03,OT,Acute,Masters,New grad / less than a year,TX,Arlington,75205,City,Full time,40+,Hourly,31.15,"64,792.00","401K or equivalent, Health insurance, Dental",,60%,"This was a job offer, did not negotiate or accept. Productivity is 65%.",Female,No
12/5/2018 17:33:52,OT,Acute,Masters,New grad / less than a year,TX,San Antonio,78229,Large metro area,Full time,40+,Salaried,33.50,"71,769.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",,80%,"Nonprofit hospital. $5 differential for weekend days (Tues - Sat schedule, so Sat is $38.50/hr).  Additional $2,000 for relocation assistance. 8.62 hours PTO accrual biweekly. ",Female,No
12/6/2018 1:12:30,OT,"Acute, Inpatient",Masters,New grad / less than a year,CA,Hanford,93230,Town,Full time,40+,Hourly,36.05,"74,984.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",,70%,"In addition to salary, they offered 5K sign-on bonus, 5K relocation assistance, and up to 8K loan pay back assistance.",Female,Yes
12/6/2018 1:22:38,OT,"Acute, Inpatient",Masters,New grad / less than a year,CA,Lancaster,93534,City,Full time,40+,Hourly,36.46,"77,729.60","Health insurance, Dental, Vision, Disibility, Tuition reimbursement",,70%,Salary estimate includes weekend differential ,Female,No
12/6/2018 1:27:34,OT,"Inpatient, Adult, Inpatient Rehab",Masters,New grad / less than a year,AZ,Flagstaff,86001,City,Full time,40+,Salaried,29.80,"62,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",,80%,"They originally offered 58,000.  Offer also came with sign-on bonus of 12K and relocation assistance of 5K",Female,Yes
12/6/2018 15:40:22,OT,Pediatric,Masters,4,MA,Brookline,02446,Large metro area,Per visit,Varies,Per visit,48.00,"9,600.00",None,,Based on number of visits,,Female,No
12/6/2018 22:24:43,OT,Inpatient,Masters,2,LA,Baton Rouge,70810,City,Full time,35+,Hourly,27.80,"42,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",DriveAble,80%,,Female,No
12/7/2018 1:09:56,OT,SNF,Masters,10+,WA,Pasco,99301,City,Full time,40+,Hourly,42.00,"87,360.00","401K or equivalent, Health insurance, Dental, Vision",,85%,,Male,Yes
12/7/2018 22:07:09,COTA,"ALF, LTC, Geriatrics",Associates,New grad / less than a year,CA,Bryn mawr,19046,Town,Full time,35+,Hourly,27.00,"56,000.00","401K or equivalent, Health insurance, Dental, Vision",,85%,,Female,No
12/10/2018 21:42:40,OT,SNF,Masters,New grad / less than a year,NC,Charlotte,28213,Large metro area,PRN,Varies,PRN,45.00,"60,000.00",None,,80%,,Male,Yes
12/11/2018 4:46:54,OT,Pediatric,Masters,5+,CA,INDIA ,122003,Large metro area,Full time,40+,Salaried,960.00,"600,000.00",None,sensory integration,Based on number of visits,,Female,No
12/11/2018 19:52:58,OT,Acute,Masters,New grad / less than a year,MI,Metro Detroit,48310,Large metro area,PRN,35+,Hourly,28.00,"52,000.00",401K or equivalent,,75%,,Female,No
12/11/2018 23:14:30,OT,"Home health, Mental health, Adult",OTD,3,OR,Portland,97214,Large metro area,Salary (exempt from overtime pay),40+,Hourly,28.00,"58,240.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,N/A,,Female,Yes
12/12/2018 0:07:07,OT,SNF,Masters,New grad / less than a year,CO,Denver ,80246,City,Full time,35+,Hourly,36.00,"75,000.00","Health insurance, Dental, Vision",,85%,,Male,Yes
12/12/2018 16:25:18,OT,Inpatient,Masters,New grad / less than a year,TX,Arlington,76001,City,Full time,40+,Salaried,31.00,"66,000.00","Tuition reimbursement, CEU reimbursement",,Based on number of visits,,Female,No
12/13/2018 18:56:40,OT,"Acute, Inpatient",Masters,New grad / less than a year,UT,Provo,84604,Large metro area,Full time,40+,Salaried,33.27,"69,200.00","401K or equivalent, Health insurance, Dental, Vision, Not-for-profit, qualifier for loan forgiveness",,75%,,Male,No
12/13/2018 20:02:45,OT,Home health,Masters,1,IL,Chicago,60453,Large metro area,Full time,40+,Salaried,37.50,"78,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,Based on number of visits,,Female,No
12/13/2018 20:38:14,OT,SNF,Masters,New grad / less than a year,TN,Chattanooga,37363,City,Full time,35+,Hourly,32.00,"66,560.00","Health insurance, Dental, Vision, Disibility, CEU reimbursement",,80%,,Female,Yes
12/14/2018 13:08:42,OT,"Outpatient, Home health",Masters,New grad / less than a year,GA,Donalsonville,39845,Rural,Full time,40+,Hourly,25.00,"60,000.00",401K or equivalent,,N/A,,Female,No
12/14/2018 21:11:15,OT,Pediatric,Masters,3,CT,Wilton,06897,Town,Part time,15+,Hourly,38.00,"29,640.00",None,,N/A,,Female,Yes
12/14/2018 21:13:58,OT,Pediatric,Masters,3,CT,Southbury ,06487,Town,Part time,Varies,Hourly,36.00,"16,848.00",None,,N/A,,Female,Yes
12/15/2018 0:33:17,COTA,SNF,Associates,5+,AZ,Lakeside ,85929,Town,PRN,Varies,PRN,37.00,"22,000.00",Sick leave ,,90%,$37/hour ,Female,Yes
12/15/2018 11:51:14,OT,"Outpatient, Early Intervention, Pediatric",Masters,New grad / less than a year,MN,Minneapolis/St. Paul,55105,Large metro area,Part time,15+,Hourly,30.66,"60,000.00","401K or equivalent, CEU reimbursement",,N/A,salary entered based on 40 hours/week,Female,No
12/16/2018 15:19:13,COTA,Home health,Bachelors,New grad / less than a year,CA,Bakersfield ,93312,City,Full time,35+,Hourly,35.00,"70,000.00","Health insurance, Dental, Vision, CEU reimbursement",,N/A,,Female,Yes
12/16/2018 15:43:59,OT,SNF,Masters,New grad / less than a year,NY,Uniondale,11553,Town,Full time,30+,Hourly,36.00,"66,500.00","Health insurance, Dental, Vision, pension",,Based on number of visits,,Male,No
12/16/2018 17:02:03,COTA,"SNF, LTC",Associates,New grad / less than a year,VT,St. Johnsbury,05819,Town,Part time,25+,Hourly,27.00,"37,908.00","Vacation time, holiday pay",,85%,,Female,Yes
12/16/2018 17:45:15,COTA,SNF,Associates,1,CA,GLENDORA ,91740,City,Full time,40+,Hourly,32.00,"60,000.00",None,,95%,,Female,No
12/16/2018 21:31:12,OT,School system,Bachelors,30+,CT,New haven,06511,Town,Contract,40+,Hourly,95.00,"180,000.00",None,,80%,,Female,Yes
12/18/2018 22:27:32,COTA,SNF,OTD,10+,NC,Lillington,28356,Town,Full time,35+,Hourly,27.58,"52,000.00","I use benefits through my husband's employment, however I do use short term disability through my employer. ",,90%,"most years my company puts raises on a freeze for rehab staff, I currently make just over $2/hr since my hire date in 5 years ago",Female,No
12/19/2018 1:50:08,OT,Pediatric,Masters,2,CA,Fresno,93720,City,Salary (exempt from overtime pay),40+,Salaried,34.00,"72,000.00","401K or equivalent, Health insurance, Vision, CEU reimbursement",,Based on number of visits,,Female,No
12/20/2018 16:29:12,OT,Inpatient,Masters,1,AR,Mountain Home,72653,Town,Full time,40+,Hourly,32.61,"67,800.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,80%,,Female,No
12/23/2018 22:47:24,COTA,"Outpatient, Pediatric",Associates,New grad / less than a year,AL,Jacksonville ,28540,Town,Per visit,20+,Per visit,24.00,"49,000.00",None,,Based on number of visits,"Working in Jacksonville, North Carolina - the drop down would not let me scroll to NC. ",Female,No
12/24/2018 13:14:03,OT,Inpatient,Masters,5+,NY,Port Jefferson ,11777,Town,Full time,35+,Hourly,38.67,"78,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",CBIS,N/A,,Female,No
12/25/2018 20:47:55,COTA,"SNF, Mental health",Bachelors,New grad / less than a year,MI,Hamilton,49419,Rural,PRN,10+,PRN,25.00,"55,000.00",None,,80%,,Male,No
12/25/2018 22:37:32,OT,SNF,Masters,5+,MA,Brookline,02446,City,Full time,35+,Hourly,36.40,"75,712.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,85%,,Female,Yes
12/26/2018 13:20:48,OT,Outpatient,Masters,New grad / less than a year,CA,Pittsburgh ,15146,City,Full time,40+,Salaried,25.00,"50,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,N/A,,Male,No
12/26/2018 15:31:11,OT,Acute,Masters,5+,OK,Oklahoma city,73150,City,Full time,35+,Hourly,36.00,"66,000.00","401K or equivalent, Dental, Disibility",,60%,,Female,Yes
12/26/2018 16:25:07,OT,"Pediatric, Geriatrics",Masters,New grad / less than a year,TX,San Antonio,78249,City,Full time,25+,Hourly,45.00,"58,500.00","Health insurance, Dental, Vision",,75%,,Female,Yes
12/27/2018 20:08:41,OT,Inpatient,Masters,1,OH,Dayton,45424,City,Full time,40+,Salaried,32.00,"67,000.00","401K or equivalent, Health insurance, Tuition reimbursement, CEU reimbursement",,95%,,Female,No
12/28/2018 16:44:11,OT,"Early Intervention, Pediatric",Masters,1,NY,Manhattan,10018,City,Contract,25+,Hourly,53.00,"71,656.00",None,,Based on number of visits,,Female,No
12/28/2018 19:15:48,OT,Inpatient,Masters,1,IL,CHICAGO,60647,Large metro area,Full time,40+,Salaried,29.00,"60,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,75%,,Female,Yes
12/30/2018 19:43:50,OT,"Outpatient, Hand Therapy",Masters,New grad / less than a year,NV,Henderson,89002,Large metro area,Salary (exempt from overtime pay),40+,Salaried,34.00,"71,000.00","401K or equivalent, Health insurance, Dental, Tuition reimbursement, CEU reimbursement",,Based on number of visits,,Female,No
12/30/2018 21:39:14,OT,SNF,Masters,1,MD,Westminster,21157,Town,Full time,35+,Hourly,42.00,"84,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,80%,,Female,No
12/31/2018 19:48:55,OT,"Outpatient, Pediatric, Adult",Masters,1,NC,Goldsboro,27534,Town,Full time,40+,Hourly,29.00,"60,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,60%,,Female,No
1/1/2019 20:06:34,OT,"Outpatient, Hand Therapy",Masters,1,MO,KC,64124,Large metro area,Full time,40+,Salaried,28.00,"58,000.00","401K or equivalent, Health insurance, Dental",,70%,,Female,No
1/1/2019 21:02:40,OT,SNF,Bachelors,1,NY,South Korea,12125,City,Full time,40+,Salaried,10.00,"24,000.00",None,,70%,,Female,No
1/2/2019 17:54:57,OT,Acute,Masters,New grad / less than a year,MN,"Rochester, MN",55901,Town,PRN,Varies,Hourly,30.75,"50,000.00",None,,80%,,Female,No
1/2/2019 18:14:19,COTA,School system,Associates,1,WA,Bellingham,98226,City,Full time,35+,Hourly,31.00,"59,644.00","401K or equivalent, Health insurance, Dental, CEU reimbursement",COTA,60%,Summer is unpaid ,Female,No
1/2/2019 19:55:14,OT,SNF,Masters,New grad / less than a year,KY,Central,40444,City,PRN,Varies,Hourly,45.00,"43,000.00",401K or equivalent,,85%,PRN yearly salary varies widely based on number of facilities you work in and hours you want/ can get. ,Female,No
1/4/2019 7:13:44,OT,Hand Therapy,OTD,1,TN,Nashville,37209,City,Salary (exempt from overtime pay),40+,Salaried,30.90,"64,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement, Profit sharing",PAM,Based on number of visits,,Male,No
1/4/2019 14:17:09,OT,Pediatric,Masters,5+,GA,Cumming,30040,City,Part time,25+,Per visit,54.08,"64,679.00","401K or equivalent, CEU reimbursement","Therapeutic Listening, Rhythmic Movement Training",N/A,"In addition to receiving hourly treatment rate, I received a ""paperwork"" rate.",Female,No
1/4/2019 17:31:09,OT,Acute,Masters,New grad / less than a year,MO,Saint Louis,63043,Large metro area,Full time,40+,Salaried,30.00,"62,400.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,N/A,,Female,No
1/4/2019 22:08:50,OT,SNF,Masters,1,CA,Santa Barbara,93101,City,PRN,Varies,PRN,55.00,"9,000.00",None,,N/A,,Prefer not to say,Yes
1/4/2019 23:54:38,COTA,SNF,Associates,1,PA,Philadelphia,19303,City,Full time,40+,Hourly,29.00,"50,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",CPR,90%,,Male,No
1/5/2019 11:18:54,OT,School system,Masters,New grad / less than a year,NY,New York,10027,Large metro area,Full time,40+,Hourly,32.00,"66,560.00",None,,N/A,"This is a temporary/ short-term, maternity leave coverage position. It's my first job out of OT school and for this particular situation, I deemed the lower pay rate (260$/day, no benefits) for 3 months worth the experience of being employed at this great school with an experienced practitioner (20+ years) as a coworker.",Female,No
1/6/2019 8:22:41,OT,School system,Masters,2,MI,Dearborn,48124,City,Full time,35+,Salaried,35.00,"43,600.00","401K or equivalent, Health insurance, Dental, Vision",,Based on number of visits,,Female,Yes
1/6/2019 21:20:16,OT,Early Intervention,Masters,1,CT,Hartford,06096,City,Per visit,25+,Per visit,60.00,78.00,401K or equivalent,,Based on number of visits,,Female,No
1/6/2019 21:25:19,OT,Early Intervention,Masters,1,AK,Brockton,02301,Town,Full time,25+,Per visit,45.00,44.00,"401K or equivalent, Health insurance, Dental, Vision",,Based on number of visits,,Female,No
1/7/2019 16:58:56,OT,Pediatric,Masters,New grad / less than a year,MN,Woodbury ,55125,Large metro area,Full time,40+,Salaried,33.87,"70,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",,60%,,Female,No
1/8/2019 17:12:44,OT,"Outpatient, Pediatric",OTD,3,TX,KELLER,76244,City,Full time,40+,Hourly,35.00,"62,000.00",None,,75%,,Female,No
1/8/2019 22:19:43,OT,SNF,Masters,New grad / less than a year,NY,New York,11101,Large metro area,Full time,35+,Hourly,43.00,"87,204.00",None,,90%,Employed at SNF through agency,Female,No
1/8/2019 22:22:00,OT,SNF,Masters,1,CA,Riverside,92509,City,Full time,40+,Hourly,40.00,"83,200.00","401K or equivalent, Health insurance, Dental, Vision",,85%,,Female,Yes
1/10/2019 2:41:05,OT,Early Intervention,Bachelors,20+,Outside US or US territories,israel,4421302,City,Per visit,30+,Hourly,40.00,"45,000.00",None,"masters education, si training, group therapy, ",Based on number of visits,,Male,No
1/10/2019 22:52:42,OT,Inpatient,Masters,5+,WA,Spokane,99201,Large metro area,Full time,40+,Hourly,41.08,"85,446.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",Certified Stroke Rehab Specialist (CSRS),75%,,Male,No
1/12/2019 15:43:37,OT,SNF,Masters,New grad / less than a year,IL,lagrange,60558,Large metro area,Full time,35+,Hourly,39.00,"78,000.00","401K or equivalent, Health insurance",,80%,,Female,Yes
1/13/2019 16:12:10,OT,"Outpatient, Home health, Pediatric",Masters,New grad / less than a year,MI,Calumet,49913,Rural,Full time,40+,Hourly,28.17,"58,593.60","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,Based on number of visits,,Female,Yes
